img_obj,url,width,height,format
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E4999422140>,https://i.travelapi.com/hotels/12000000/11620000/11614400/11614323/ac474629_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49A0C65C60>,https://i.travelapi.com/hotels/5000000/4250000/4249400/4249347/80584976_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49A0913B80>,https://i.travelapi.com/hotels/1000000/20000/16400/16341/74e974ac_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CDA50>,https://i.travelapi.com/hotels/6000000/5320000/5311500/5311417/6ed5307a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E4998B2B1C0>,https://i.travelapi.com/hotels/7000000/6920000/6914200/6914117/dda7cc29_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E49A09CC6D0>,https://i.travelapi.com/hotels/2000000/1460000/1454400/1454310/4dfe50d5_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E49A0C1ADA0>,https://traffickcam.com/images/2018/8/20170711_001652_SX7DQ4.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49994203A0>,https://i.travelapi.com/hotels/1000000/40000/36600/36514/015cf5d7_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CD420>,https://i.travelapi.com/hotels/1000000/10000/9600/9560/968b4a5f_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x223 at 0x7E49989CD240>,https://i.travelapi.com/hotels/5000000/4430000/4423300/4423204/d5222948_b.jpg,350,223,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CCDF0>,https://i.travelapi.com/hotels/5000000/4600000/4595700/4595611/27f63136_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CD3F0>,https://i.travelapi.com/hotels/1000000/30000/27200/27140/388fc8a1_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E499956CDC0>,https://i.travelapi.com/hotels/7000000/6340000/6330800/6330776/bfcc425e_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CC790>,https://i.travelapi.com/hotels/1000000/700000/699300/699271/a87525bb_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CDAB0>,https://i.travelapi.com/hotels/1000000/870000/864000/863980/bc36e443_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x240 at 0x7E49989CDC30>,https://i.travelapi.com/hotels/2000000/1390000/1380900/1380881/b5b9591f_b.jpg,350,240,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E4999603AF0>,https://i.travelapi.com/hotels/1000000/900000/895200/895163/4e570676_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=263x350 at 0x7E4998B2BEE0>,https://i.travelapi.com/hotels/8000000/7790000/7783000/7782906/47b92a50_b.jpg,263,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x162 at 0x7E49A0913B20>,https://i.travelapi.com/hotels/1000000/980000/973400/973310/8e36ac76_b.jpg,350,162,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x231 at 0x7E49989CC160>,https://i.travelapi.com/hotels/5000000/4520000/4517100/4517003/146f9c14_b.jpg,350,231,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC280>,https://i.travelapi.com/hotels/2000000/1870000/1867100/1867005/465843a1_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC520>,https://i.travelapi.com/hotels/1000000/920000/911700/911654/789d2a66_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CC5E0>,https://i.travelapi.com/hotels/1000000/10000/10000/9905/6282e682_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E49A0CD3940>,https://traffickcam.com/images/2017/12/20161117_004405_I2501P.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CDEA0>,https://i.travelapi.com/hotels/7000000/6030000/6023900/6023853/0f9f97b1_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49989CC340>,https://i.travelapi.com/hotels/1000000/570000/561200/561131/29140771_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CCBE0>,https://i.travelapi.com/hotels/7000000/6070000/6060200/6060198/bdbd0c3c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CD6C0>,https://i.travelapi.com/hotels/3000000/2900000/2893700/2893634/69702e4c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE260>,https://i.travelapi.com/hotels/6000000/5480000/5471700/5471649/0c20c720_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CE140>,https://i.travelapi.com/hotels/2000000/1440000/1440000/1439941/628339ea_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E49989CD180>,https://i.travelapi.com/hotels/1000000/300000/297100/297037/53536657_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CD450>,https://i.travelapi.com/hotels/3000000/2780000/2774600/2774580/590772f6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x222 at 0x7E49989CDD20>,https://i.travelapi.com/hotels/1000000/470000/461500/461418/ada396a7_b.jpg,350,222,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49A0989240>,https://traffickcam.com/images/2017/13/20161202_205908_3C3V8L.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE320>,https://i.travelapi.com/hotels/3000000/2810000/2805700/2805684/ddc11cf1_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CD630>,https://i.travelapi.com/hotels/6000000/5310000/5309300/5309207/500c05f1_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CCFA0>,https://i.travelapi.com/hotels/1000000/20000/18300/18229/09d2a371_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CD2D0>,https://i.travelapi.com/hotels/11000000/10920000/10912400/10912388/f6d70da5_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CDE70>,https://i.travelapi.com/hotels/10000000/9460000/9450900/9450823/664558cc_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=334x350 at 0x7E49989CE470>,https://i.travelapi.com/hotels/7000000/6490000/6488300/6488218/76067e5f_b.jpg,334,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CCEB0>,https://i.travelapi.com/hotels/6000000/5430000/5423400/5423321/d26ee03a_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=5312x2988 at 0x7E49AE1D60B0>,https://traffickcam.com/images/2018/4/20170309_000605_M78VFU.jpg,5312,2988,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE3B0>,https://i.travelapi.com/hotels/2000000/1140000/1133600/1133530/07b16d3a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CE0B0>,https://i.travelapi.com/hotels/5000000/4310000/4301000/4300982/997b12f1_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC430>,https://i.travelapi.com/hotels/7000000/6390000/6387900/6387822/233d35f5_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E49989CDAE0>,https://i.travelapi.com/hotels/2000000/1790000/1784600/1784505/4b51f9db_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CE740>,https://i.travelapi.com/hotels/5000000/4940000/4936900/4936860/d1ab9202_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E49989CEAA0>,https://i.travelapi.com/hotels/1000000/40000/39800/39776/6d1c906c_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CCA60>,https://i.travelapi.com/hotels/1000000/130000/126800/126775/138c2bce_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE1A0>,https://i.travelapi.com/hotels/4000000/3040000/3033900/3033860/c6ba722d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CD870>,https://i.travelapi.com/hotels/2000000/1620000/1619600/1619507/5d81b16c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CC8B0>,https://i.travelapi.com/hotels/6000000/5550000/5542200/5542150/3ca9fed3_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CE890>,https://i.travelapi.com/hotels/1000000/870000/861900/861837/4faa5226_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=2560x1440 at 0x7E499956DC90>,https://traffickcam.com/images/2017/7/20160625_083249_I78V6C.jpg,2560,1440,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CEA70>,https://i.travelapi.com/hotels/1000000/50000/40300/40294/d22f944d_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x246 at 0x7E49989CD390>,https://i.travelapi.com/hotels/6000000/5890000/5882000/5881999/57b9c9de_b.jpg,350,246,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49989CED70>,https://i.travelapi.com/hotels/1000000/910000/900900/900862/3aa10e34_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE9B0>,https://i.travelapi.com/hotels/2000000/1860000/1856100/1856064/fc84efa8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E49989CE710>,https://i.travelapi.com/hotels/2000000/1060000/1056700/1056658/1df75702_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E49A0C1BDC0>,https://traffickcam.com/images/2019/6/20180503_000657_U3Z4Y1.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E49989CE5C0>,https://i.travelapi.com/hotels/1000000/20000/11600/11554/82ab515c_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE110>,https://i.travelapi.com/hotels/3000000/2370000/2367000/2366913/844f7832_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CE650>,https://i.travelapi.com/hotels/2000000/1330000/1321300/1321277/5324c857_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CCE50>,https://i.travelapi.com/hotels/3000000/2530000/2527700/2527645/2273bddb_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CDA80>,https://i.travelapi.com/hotels/1000000/30000/27200/27128/0ca09961_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE8F0>,https://i.travelapi.com/hotels/2000000/1330000/1328800/1328749/d4d16138_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x196 at 0x7E49989CE440>,https://i.travelapi.com/hotels/2000000/1780000/1775800/1775794/82627c48_b.jpg,350,196,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CEEC0>,https://i.travelapi.com/hotels/1000000/10000/2000/1972/bb30193d_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49989CC9A0>,https://i.travelapi.com/hotels/1000000/20000/14300/14239/3ee8e7d0_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49A0CD00D0>,https://i.travelapi.com/hotels/3000000/2200000/2197300/2197227/ef6b8146_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CD000>,https://i.travelapi.com/hotels/4000000/3790000/3786000/3785949/7c2562c9_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CEDD0>,https://i.travelapi.com/hotels/7000000/6160000/6159200/6159101/e326f511_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CE770>,https://i.travelapi.com/hotels/1000000/20000/13700/13672/2823f78d_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CC1F0>,https://i.travelapi.com/hotels/1000000/50000/49500/49445/97ca2272_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E49989CE380>,https://i.travelapi.com/hotels/7000000/6600000/6590100/6590034/d41ac701_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CEC80>,https://i.travelapi.com/hotels/8000000/7670000/7663900/7663894/cba45a22_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x203 at 0x7E49989CF640>,https://i.travelapi.com/hotels/2000000/1120000/1112300/1112276/69be6414_b.jpg,350,203,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE050>,https://i.travelapi.com/hotels/2000000/1160000/1151700/1151642/8b4fd36a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=1024x768 at 0x7E49AE1D6170>,https://traffickcam.com/images/2017/11/20161025_023327_QPCN2F.jpg,1024,768,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE7A0>,https://i.travelapi.com/hotels/7000000/6050000/6042700/6042620/9de01a5c_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF2E0>,https://i.travelapi.com/hotels/1000000/20000/17800/17749/cacf5cc7_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x252 at 0x7E49989CC370>,https://i.travelapi.com/hotels/2000000/1110000/1101500/1101437/6a3165cf_b.jpg,350,252,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF790>,https://i.travelapi.com/hotels/1000000/900000/899300/899229/094abf83_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CEF20>,https://i.travelapi.com/hotels/5000000/4570000/4561300/4561218/c56690e0_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF3A0>,https://i.travelapi.com/hotels/1000000/10000/1400/1317/8bb7206e_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x179 at 0x7E49989CE230>,https://i.travelapi.com/hotels/2000000/1950000/1943800/1943778/980372e0_b.jpg,350,179,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x263 at 0x7E49989CF820>,https://i.travelapi.com/hotels/5000000/4630000/4625600/4625552/4277de1c_b.jpg,350,263,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CFC10>,https://i.travelapi.com/hotels/6000000/5800000/5796100/5796010/b158f357_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x196 at 0x7E49989CC6D0>,https://i.travelapi.com/hotels/2000000/1620000/1613400/1613308/de2a5c54_b.jpg,350,196,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49989CF1C0>,https://i.travelapi.com/hotels/2000000/1580000/1579500/1579456/5d24e1d6_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF670>,https://i.travelapi.com/hotels/2000000/1390000/1381900/1381828/8698a9fc_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF490>,https://i.travelapi.com/hotels/6000000/5980000/5978200/5978190/4d6bc580_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CF970>,https://i.travelapi.com/hotels/1000000/10000/6700/6660/5f9c1d29_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E49989CEDA0>,https://i.travelapi.com/hotels/1000000/560000/558100/558100/fab41069_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF9A0>,https://i.travelapi.com/hotels/1000000/900000/891300/891274/e405fed5_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF340>,https://i.travelapi.com/hotels/7000000/6070000/6062500/6062440/a8c142ef_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF850>,https://i.travelapi.com/hotels/1000000/50000/41200/41166/ef3d9f2a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CFF10>,https://i.travelapi.com/hotels/5000000/4270000/4265700/4265620/8b8f952a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF370>,https://i.travelapi.com/hotels/2000000/1110000/1100700/1100624/e8b1146b_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE4D0>,https://i.travelapi.com/hotels/1000000/70000/60400/60350/06e2f2e3_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CD7B0>,https://i.travelapi.com/hotels/3000000/2700000/2691000/2690931/1b241d58_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=232x350 at 0x7E49989CFD90>,https://i.travelapi.com/hotels/1000000/30000/21500/21499/906ef945_b.jpg,232,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CFEB0>,https://i.travelapi.com/hotels/1000000/120000/115500/115413/8b3f03e7_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CDD50>,https://i.travelapi.com/hotels/3000000/2970000/2961700/2961625/12a4f417_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF1F0>,https://i.travelapi.com/hotels/5000000/4170000/4165100/4165067/9f9c6b03_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CEA10>,https://i.travelapi.com/hotels/5000000/4700000/4696500/4696500/f29fe6a3_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49989CD030>,https://i.travelapi.com/hotels/6000000/5200000/5198300/5198295/18b4df3a_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CDC60>,https://i.travelapi.com/hotels/6000000/5650000/5642500/5642498/af8e9f4a_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CDD80>,https://i.travelapi.com/hotels/1000000/990000/984100/984028/e8222703_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CFD00>,https://i.travelapi.com/hotels/1000000/530000/527300/527209/e79b91a2_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CFA30>,https://i.travelapi.com/hotels/1000000/210000/202100/202058/1315faa8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CEE30>,https://i.travelapi.com/hotels/1000000/20000/16900/16801/7b340601_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CED10>,https://i.travelapi.com/hotels/3000000/2830000/2823900/2823864/dccdf372_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CCD60>,https://i.travelapi.com/hotels/1000000/30000/23800/23735/6444bb2a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E49989CE680>,https://i.travelapi.com/hotels/2000000/1680000/1677600/1677511/287829bc_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE9E0>,https://i.travelapi.com/hotels/4000000/3170000/3160100/3160012/84a44ae8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E49989CC940>,https://i.travelapi.com/hotels/1000000/30000/24700/24651/c796c168_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x232 at 0x7E49989CDFC0>,https://i.travelapi.com/hotels/1000000/810000/808900/808881/a61b3a9a_b.jpg,350,232,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE200>,https://i.travelapi.com/hotels/2000000/1680000/1674700/1674664/aa5951d8_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF520>,https://i.travelapi.com/hotels/1000000/10000/600/505/3f035175_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF400>,https://i.travelapi.com/hotels/1000000/70000/67500/67449/e2bee9e9_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49989CF160>,https://i.travelapi.com/hotels/8000000/7380000/7378500/7378422/51fa8ff4_b.jpg,350,197,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CFFD0>,https://i.travelapi.com/hotels/2000000/1120000/1115500/1115427/a73d5dbc_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=768x1024 at 0x7E4998B2A740>,https://traffickcam.com/images/2018/3/20170213_120402_96IWU3.jpg,768,1024,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E49989CF190>,https://i.travelapi.com/hotels/1000000/10000/8700/8693/36b1835d_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CE800>,https://i.travelapi.com/hotels/1000000/20000/13900/13878/db8b0ad3_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x214 at 0x7E49989CE860>,https://i.travelapi.com/hotels/3000000/2490000/2483800/2483701/8a9a3db5_b.jpg,350,214,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x216 at 0x7E49989CFD60>,https://i.travelapi.com/hotels/3000000/2220000/2211800/2211788/cb2d5ea6_b.jpg,350,216,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CF9D0>,https://i.travelapi.com/hotels/3000000/2830000/2825900/2825887/0b16a433_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CEB00>,https://i.travelapi.com/hotels/1000000/20000/10300/10284/a775e2c1_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=233x350 at 0x7E49989CDF30>,https://i.travelapi.com/hotels/9000000/8830000/8827100/8827089/edd03f9a_b.jpg,233,350,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CEF50>,https://i.travelapi.com/hotels/3000000/2930000/2921000/2920984/0798fe4a_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x218 at 0x7E49989CEB60>,https://i.travelapi.com/hotels/9000000/8270000/8263900/8263894/873b711a_b.jpg,350,218,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x280 at 0x7E49989CFEE0>,https://i.travelapi.com/hotels/1000000/20000/14800/14793/b5d8333f_b.jpg,350,280,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CFE50>,https://i.travelapi.com/hotels/4000000/3620000/3614400/3614339/72bb5988_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CDCF0>,https://i.travelapi.com/hotels/5000000/4260000/4251400/4251331/a311ddf6_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x234 at 0x7E49989CE530>,https://i.travelapi.com/hotels/3000000/2280000/2278200/2278102/6c56f3ea_b.jpg,350,234,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x233 at 0x7E49989CECB0>,https://i.travelapi.com/hotels/3000000/2880000/2877400/2877393/a1a0cbf1_b.jpg,350,233,JPEG
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=350x197 at 0x7E49989CF550>,https://i.travelapi.com/hotels/1000000/880000/876800/876737/e4a1e313_b.jpg,350,197,JPEG
